freq,nrg_bal,siec,unit,geo\TIME_PERIOD	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,GEP,RA410,KTOE,SE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,GEP,RA410,KTOE,SI	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,GEP,RA410,KTOE,SK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,GEP,RA420,KTOE,AT	0.089 	0.105 	0.162 	0.172 	0.199 	0.278 	0.459 	0.776 	1.263 	1.585 	1.807 	1.925 	2.084 	2.590 	4.206 	7.637 	14.967 	29.018 	53.824 	67.519 	80.576 	94.240 	109.112 	125.119 	146.354 	175.661 	239.261 	326.028 	592.308 	700.195 
A,GEP,RA420,KTOE,BE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.057 	0.115 	0.140 	0.521 	3.559 	14.274 	50.206 	104.239 	185.185 	226.999 	248.186 	262.812 	266.156 	284.437 	335.644 	365.640 	439.612 	483.491 	591.625 	673.646 	736.208 
A,GEP,RA420,KTOE,BG	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.005 	0.014 	0.281 	1.278 	8.673 	66.956 	119.689 	108.053 	118.801 	119.346 	120.634 	115.459 	121.865 	126.287 	126.105 	180.038 	302.726 	471.982 
A,GEP,RA420,KTOE,CY	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.039 	0.049 	0.086 	0.150 	0.220 	0.330 	0.550 	1.026 	1.853 	4.050 	7.187 	10.891 	12.548 	14.790 	17.153 	18.768 	25.418 	40.270 	51.751 	71.412 	0.000 
A,GEP,RA420,KTOE,CZ	0.000 	0.000 	0.000 	0.000 	0.000 	0.004 	0.007 	0.010 	0.016 	0.025 	0.036 	0.051 	0.183 	1.112 	7.636 	52.941 	187.620 	184.748 	174.777 	182.534 	194.656 	183.272 	189.103 	203.334 	199.153 	197.280 	193.453 	225.819 	248.675 	308.915 
A,GEP,RA420,KTOE,DE	0.602 	1.032 	1.548 	3.009 	2.580 	5.159 	9.974 	16.165 	26.913 	47.893 	110.232 	190.886 	264.402 	380.052 	566.036 	1008.512 	1685.211 	2268.272 	2666.380 	3100.258 	3329.837 	3275.838 	3387.876 	3736.801 	3816.251 	4255.890 	4339.811 	5246.948 	5528.719 	6481.427 
A,GEP,RA420,KTOE,DK	0.000 	0.000 	0.000 	0.000 	0.086 	0.086 	0.086 	0.086 	0.172 	0.172 	0.172 	0.172 	0.172 	0.258 	0.344 	0.518 	1.285 	8.930 	44.501 	51.205 	51.957 	63.954 	64.616 	81.941 	82.826 	101.507 	112.548 	205.067 	314.543 	324.695 
A,GEP,RA420,KTOE,EE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.832 	1.246 	2.648 	6.320 	21.078 	30.410 	51.247 	61.995 	73.537 
A,GEP,RA420,KTOE,EL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.067 	0.082 	0.119 	0.122 	0.450 	4.299 	13.564 	52.477 	145.657 	313.680 	326.043 	335.308 	337.895 	343.205 	325.937 	380.783 	382.361 	451.503 	613.905 	764.710 	968.049 
A,GEP,RA420,KTOE,ES	1.720 	1.548 	1.634 	1.908 	2.150 	1.204 	1.462 	1.548 	1.720 	2.042 	4.125 	10.745 	43.611 	220.292 	512.554 	552.451 	639.725 	704.435 	715.915 	706.590 	710.767 	693.339 	732.072 	677.300 	809.974 	1347.807 	1884.953 	2681.599 	3733.534 	4621.878 
A,GEP,RA420,KTOE,EU27_2020	3.953 	4.409 	5.283 	7.267 	7.479 	9.736 	15.521 	22.892 	35.713 	59.409 	125.425 	214.056 	323.862 	638.131 	1203.869 	1933.511 	3901.364 	5706.969 	6823.899 	7628.309 	8191.059 	8207.747 	8712.750 	9322.185 	10135.028 	12012.500 	13672.279 	17707.929 	21435.456 	26007.449 
A,GEP,RA420,KTOE,FI	0.072 	0.084 	0.104 	0.111 	0.122 	0.136 	0.147 	0.160 	0.180 	0.203 	0.226 	0.291 	0.328 	0.339 	0.371 	0.407 	0.456 	0.494 	0.555 	0.667 	0.973 	1.897 	4.171 	7.758 	12.655 	18.785 	25.582 	33.735 	61.603 	80.820 
A,GEP,RA420,KTOE,FR	0.065 	0.102 	0.148 	0.184 	0.209 	0.449 	0.530 	0.611 	0.668 	0.726 	0.903 	1.041 	1.511 	3.585 	14.959 	53.310 	200.671 	380.734 	446.569 	549.580 	666.709 	744.622 	762.311 	958.385 	1033.958 	1125.544 	1314.022 	1663.028 	1942.246 	2138.551 
A,GEP,RA420,KTOE,HR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.008 	0.010 	0.012 	0.207 	0.970 	3.024 	4.924 	5.636 	6.767 	6.440 	7.145 	8.212 	12.803 	13.061 	35.520 	70.507 
A,GEP,RA420,KTOE,HU	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.026 	0.047 	0.056 	0.073 	0.124 	0.680 	2.117 	5.761 	12.124 	20.980 	30.009 	54.084 	128.719 	211.436 	326.397 	406.879 	595.443 	791.058 
A,GEP,RA420,KTOE,IE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.036 	0.041 	0.047 	0.055 	0.071 	0.097 	0.176 	0.407 	0.856 	1.561 	2.907 	4.739 	7.278 	12.783 	55.587 	93.989 
A,GEP,RA420,KTOE,IT	1.118 	1.204 	1.290 	1.376 	1.462 	1.548 	1.634 	1.806 	2.064 	2.494 	2.666 	3.009 	3.349 	16.592 	58.167 	163.857 	928.265 	1621.817 	1856.287 	1918.002 	1972.673 	1900.624 	2096.106 	1947.879 	2036.879 	2144.583 	2152.966 	2418.010 	2640.678 	3094.850 
A,GEP,RA420,KTOE,LT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.172 	3.869 	6.277 	6.277 	5.675 	5.847 	7.446 	7.833 	11.075 	16.406 	29.407 	59.192 	120.138 
A,GEP,RA420,KTOE,LU	0.000 	0.000 	0.000 	0.000 	0.000 	0.003 	0.004 	0.005 	0.120 	0.791 	1.522 	1.815 	1.797 	1.722 	1.747 	1.818 	2.214 	3.291 	6.340 	8.146 	8.918 	8.623 	9.326 	10.209 	11.211 	13.866 	15.493 	23.755 	25.272 	30.920 
A,GEP,RA420,KTOE,LV	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.001 	0.006 	0.009 	0.020 	0.033 	0.038 	0.109 	0.270 	0.417 	0.584 	6.463 	20.556 	46.120 
A,GEP,RA420,KTOE,MT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.058 	0.429 	1.435 	2.534 	5.880 	8.168 	10.996 	13.952 	16.335 	16.800 	20.367 	21.991 	24.847 	26.537 	28.089 
A,GEP,RA420,KTOE,NL	0.131 	0.170 	0.220 	0.317 	0.472 	0.661 	1.001 	1.409 	2.182 	2.887 	3.046 	3.142 	3.230 	3.406 	3.861 	4.804 	8.983 	16.392 	35.253 	62.353 	95.316 	137.731 	189.540 	318.813 	464.265 	736.631 	971.958 	1432.227 	1685.915 	1876.372 
A,GEP,RA420,KTOE,NO	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.199 	1.104 	7.078 	9.367 	14.864 	30.750 	: 
A,GEP,RA420,KTOE,PL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.015 	0.098 	0.127 	0.593 	4.870 	10.651 	14.227 	25.837 	61.107 	168.350 	338.302 	714.503 	955.038 	1518.724 
A,GEP,RA420,KTOE,PT	0.086 	0.086 	0.086 	0.086 	0.086 	0.086 	0.086 	0.172 	0.258 	0.258 	0.258 	0.413 	2.064 	3.485 	13.758 	18.171 	24.070 	33.761 	41.199 	53.939 	68.457 	74.858 	85.258 	86.492 	115.413 	147.514 	192.361 	302.582 	443.692 	609.459 
A,GEP,RA420,KTOE,RO	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.001 	0.002 	0.003 	0.123 	0.688 	36.127 	138.950 	170.421 	156.470 	159.559 	152.281 	152.847 	149.043 	146.462 	170.973 	191.492 	294.298 
A,GEP,RA420,KTOE,SE	0.070 	0.078 	0.091 	0.104 	0.113 	0.122 	0.131 	0.144 	0.157 	0.170 	0.183 	0.209 	0.270 	0.344 	0.602 	0.739 	0.946 	1.634 	3.009 	4.041 	8.340 	12.296 	19.776 	34.996 	58.383 	90.370 	131.212 	170.249 	267.756 	357.954 
A,GEP,RA420,KTOE,SI	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.003 	0.012 	0.037 	0.063 	0.342 	1.106 	5.650 	13.999 	18.492 	22.082 	23.580 	22.998 	24.408 	21.923 	26.057 	31.659 	38.961 	55.510 	84.640 	109.041 
A,GEP,RA420,KTOE,SK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	1.457 	34.136 	36.457 	50.559 	51.333 	43.508 	45.830 	43.508 	50.301 	50.645 	57.008 	57.696 	55.890 	52.021 	59.673 
A,GEP,RA500,KTOE,AT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,GEP,RA500,KTOE,BE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,GEP,RA500,KTOE,BG	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,GEP,RA500,KTOE,CY	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,GEP,RA500,KTOE,CZ	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,GEP,RA500,KTOE,DE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,GEP,RA500,KTOE,DK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,GEP,RA500,KTOE,EE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,GEP,RA500,KTOE,EL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,GEP,RA500,KTOE,ES	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	1.720 	2.322 	1.634 	1.978 	1.032 	0.771 
A,GEP,RA500,KTOE,EU27_2020	43.630 	42.188 	43.810 	44.858 	44.281 	43.621 	41.697 	42.514 	42.164 	40.428 	41.350 	39.920 	40.008 	39.993 	38.538 	40.963 	41.039 	39.380 	35.561 	41.318 	41.912 	43.041 	44.860 	41.267 	42.903 	43.746 	43.233 	44.152 	39.663 	40.224 
A,GEP,RA500,KTOE,FI	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,GEP,RA500,KTOE,FR	43.630 	42.188 	43.810 	44.858 	44.281 	43.621 	41.697 	42.514 	42.164 	40.428 	41.350 	39.920 	40.008 	39.993 	38.538 	40.963 	41.039 	39.380 	35.561 	41.316 	41.910 	43.037 	44.859 	41.267 	41.183 	41.424 	41.599 	42.174 	38.631 	39.453 
A,GEP,RA500,KTOE,HR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,GEP,RA500,KTOE,HU	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,GEP,RA500,KTOE,IE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,GEP,RA500,KTOE,IT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,GEP,RA500,KTOE,LT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,GEP,RA500,KTOE,LU	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,GEP,RA500,KTOE,LV	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,GEP,RA500,KTOE,MT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,GEP,RA500,KTOE,NL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,GEP,RA500,KTOE,NO	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 
A,GEP,RA500,KTOE,PL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,GEP,RA500,KTOE,PT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.002 	0.002 	0.004 	0.001 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,GEP,RA500,KTOE,RO	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,GEP,RA500,KTOE,SE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,GEP,RA500,KTOE,SI	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,GEP,RA500,KTOE,SK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,GEP,TOTAL,KTOE,AT	4834.516 	4718.803 	4875.747 	4901.285 	5240.242 	5266.937 	5369.837 	5373.994 	5174.164 	5516.255 	5746.581 	5563.409 	5596.274 	5748.234 	5940.457 	6115.910 	5658.907 	6242.774 	5877.613 	5626.730 	5614.740 	5873.447 	6132.796 	5900.076 	6383.001 	6238.878 	6083.995 	5947.897 	6444.810 	7085.704 
A,GEP,TOTAL,KTOE,BE	6397.936 	6543.336 	6778.418 	7152.451 	7266.896 	7223.732 	6863.371 	7056.664 	7276.870 	7240.767 	7366.944 	7273.189 	7575.471 	7256.885 	7840.440 	8134.936 	7793.439 	7141.023 	7179.166 	6237.799 	5993.551 	7360.791 	7447.893 	6452.273 	8051.960 	7691.624 	8639.880 	8250.241 	7193.723 	6634.291 
A,GEP,TOTAL,KTOE,BG	3593.207 	3672.915 	3680.396 	3586.500 	3288.736 	3518.831 	3780.567 	3669.733 	3662.941 	3578.746 	3814.659 	3941.790 	3722.860 	3872.418 	3694.187 	4011.398 	4367.722 	4066.477 	3767.493 	4083.375 	4232.493 	3893.329 	3921.994 	4027.316 	3807.102 	3504.251 	4090.120 	4342.159 	3461.351 	3313.429 
A,GEP,TOTAL,KTOE,CY	214.703 	224.334 	234.566 	257.180 	269.905 	289.768 	305.331 	325.451 	348.409 	361.290 	376.347 	400.044 	418.877 	436.668 	448.384 	457.630 	423.836 	405.575 	368.874 	374.026 	389.918 	420.263 	430.298 	435.130 	442.089 	416.956 	440.191 	452.961 	458.219 	374.129 
A,GEP,TOTAL,KTOE,CZ	5231.900 	5525.107 	5554.428 	5598.663 	5562.703 	6316.846 	6418.521 	6564.701 	7156.160 	7251.496 	7100.565 	7253.656 	7583.843 	7192.304 	7066.699 	7386.445 	7521.411 	7516.608 	7473.195 	7407.378 	7213.229 	7163.377 	7485.482 	7569.898 	7483.679 	7009.848 	7310.033 	7295.846 	6621.174 	6354.290 
A,GEP,TOTAL,KTOE,DE	46198.108 	47753.396 	47425.107 	47841.187 	47833.190 	49573.775 	50421.840 	50446.604 	52386.586 	53144.368 	53578.160 	55039.897 	55146.346 	55135.082 	51287.188 	54438.521 	52719.089 	54025.193 	54918.401 	53981.599 	55744.454 	55928.547 	56210.060 	55070.335 	52185.469 	49480.825 	50971.556 	49780.569 	44958.813 	44196.819 
A,GEP,TOTAL,KTOE,DK	3160.743 	4607.218 	3810.370 	3535.082 	3346.518 	3100.000 	3244.110 	3378.074 	3971.281 	3476.354 	3116.595 	3921.840 	3380.567 	3148.409 	3128.375 	3341.539 	3029.159 	2639.821 	2987.341 	2767.293 	2488.446 	2625.830 	2667.460 	2611.365 	2538.001 	2470.220 	2841.841 	3038.030 	2929.406 	3036.765 
A,GEP,TOTAL,KTOE,EE	747.463 	782.717 	792.605 	735.770 	711.780 	732.008 	729.407 	733.190 	873.517 	885.985 	877.501 	836.784 	1048.199 	909.888 	754.800 	1114.693 	1108.660 	1028.932 	1141.408 	1070.139 	872.608 	1046.425 	1131.596 	1063.127 	654.795 	522.653 	619.472 	768.431 	493.985 	532.450 
A,GEP,TOTAL,KTOE,EL	3572.829 	3660.103 	3740.843 	3983.577 	4267.584 	4629.665 	4617.713 	4695.443 	5027.601 	5102.819 	5160.803 	5226.974 	5459.746 	5481.503 	5274.321 	4935.934 	5110.625 	5241.538 	4914.233 	4339.922 	4460.396 	4680.820 	4752.028 	4579.775 	4181.083 	4148.915 	4704.654 	4528.810 	4292.058 	4980.602 
A,GEP,TOTAL,KTOE,ES	14367.154 	15000.774 	16371.625 	16785.571 	17906.019 	19300.774 	20295.443 	21061.995 	22416.681 	24073.463 	25286.656 	25748.922 	26230.370 	26978.345 	25332.760 	25926.672 	25266.294 	25585.436 	24559.856 	23968.124 	24154.037 	23626.119 	23708.169 	23598.624 	23495.873 	22646.002 	23586.586 	25146.518 	24581.320 	24754.300 
A,GEP,TOTAL,KTOE,EU27_2020	207167.726 	214509.425 	215478.409 	220083.166 	222383.672 	228572.927 	235085.792 	237034.764 	243940.924 	250046.015 	251647.733 	255700.632 	256905.720 	257846.499 	244754.514 	256587.158 	253019.670 	252750.846 	251195.230 	246070.381 	249967.810 	251822.803 	254584.366 	253143.944 	250024.194 	239913.607 	250767.032 	242786.623 	237398.524 	243076.406 
A,GEP,TOTAL,KTOE,FI	5506.005 	5965.003 	5948.083 	6033.301 	5972.263 	6016.759 	6404.762 	6445.157 	7250.847 	7381.373 	6069.095 	7077.587 	6985.928 	6658.069 	6196.990 	6936.609 	6320.068 	6054.150 	6127.123 	5854.989 	5898.374 	5912.053 	5806.076 	6041.542 	5902.911 	5955.896 	6201.224 	6206.950 	7011.245 	7149.870 
A,GEP,TOTAL,KTOE,FR	42499.910 	44144.266 	43402.370 	43961.880 	45211.198 	46427.768 	47251.140 	48070.915 	48739.340 	49359.794 	49532.403 	49429.978 	48991.263 	49338.503 	46081.267 	48949.967 	49321.629 	49277.503 	50098.651 	49267.461 	49863.528 	48541.106 	48303.572 	50092.594 	49124.362 	45810.198 	47769.161 	40858.890 	45133.356 	49072.461 
A,GEP,TOTAL,KTOE,HR	797.575 	960.679 	881.204 	985.512 	1116.028 	970.009 	1101.333 	1098.229 	1139.475 	1202.898 	1131.685 	1121.840 	1092.666 	1108.409 	1156.841 	1281.381 	977.831 	924.777 	1208.346 	1165.335 	980.454 	1102.314 	1030.396 	1172.115 	1097.188 	1150.929 	1307.859 	1222.743 	1508.280 	1323.500 
A,GEP,TOTAL,KTOE,HU	2925.055 	3017.192 	3043.589 	3197.778 	3252.934 	3025.862 	3131.146 	3108.940 	2935.914 	2898.313 	3074.400 	3083.323 	3435.905 	3441.582 	3087.534 	3213.254 	3097.092 	2977.998 	2604.667 	2528.198 	2610.560 	2743.037 	2830.181 	2757.266 	2948.495 	3003.439 	3105.787 	3078.397 	3056.391 	3266.325 
A,GEP,TOTAL,KTOE,IE	1535.620 	1649.203 	1715.721 	1818.900 	1892.786 	2062.085 	2146.306 	2166.934 	2169.092 	2199.473 	2234.635 	2365.133 	2471.143 	2604.214 	2439.491 	2441.959 	2341.938 	2357.818 	2235.231 	2250.272 	2450.368 	2632.248 	2665.283 	2689.427 	2675.972 	2791.040 	2753.923 	2927.362 	2738.863 	2715.447 
A,GEP,TOTAL,KTOE,IT	20764.316 	21017.455 	21622.786 	22338.779 	22843.250 	23786.865 	23990.458 	24529.284 	25269.474 	26083.185 	26113.637 	27009.601 	26989.543 	27440.395 	25162.595 	25972.648 	26017.226 	25733.142 	24918.513 	24060.748 	24332.852 	24915.594 	25436.802 	24910.441 	25266.809 	24121.326 	24855.506 	24416.279 	22761.513 	23302.400 
A,GEP,TOTAL,KTOE,LT	1195.099 	1443.594 	1277.902 	1515.993 	1163.887 	982.373 	1267.154 	1523.732 	1675.666 	1657.266 	1271.195 	1073.259 	1204.385 	1196.303 	1320.550 	494.325 	414.617 	433.620 	409.458 	378.074 	424.162 	366.810 	360.034 	301.900 	341.496 	474.420 	436.681 	411.247 	514.067 	695.778 
